# tri-to-quad-uv-map v1 profile=face uv_layer=UVMap uv_precision=4 joins=2116 source=Face.only result=Face.only.quad
u1,v1,u2,v2
0.6205,0.2307,0.6226,0.2552
0.6107,0.2058,0.6376,0.2077
0.6351,0.3041,0.6433,0.2831
0.6596,0.2756,0.6605,0.2512
0.581,0.2115,0.5849,0.2307
0.6266,0.29,0.6329,0.2688
0.5513,0.3108,0.5664,0.2959
0.591,0.3012,0.6016,0.2845
0.69,0.2831,0.7215,0.2913
0.6085,0.3414,0.6236,0.3232
0.5851,0.4149,0.5997,0.3956
0.6416,0.378,0.6596,0.3633
0.6438,0.3893,0.663,0.3758
0.5822,0.3303,0.5972,0.3133
0.6347,0.3523,0.6502,0.3342
0.6385,0.3659,0.6555,0.3492
0.6164,0.3685,0.6347,0.3523
0.6165,0.3091,0.6266,0.29
0.6438,0.3893,0.664,0.3984
0.6194,0.3805,0.6385,0.3659
0.6843,0.3733,0.7064,0.3843
0.6648,0.3872,0.6843,0.3733
0.6855,0.3857,0.7012,0.3997
0.645,0.4005,0.6619,0.4078
0.6944,0.4128,0.7036,0.4267
0.7012,0.3997,0.7088,0.4201
0.6619,0.4078,0.6747,0.4149
0.6219,0.3921,0.6416,0.378
0.6648,0.3872,0.6823,0.3981
0.6451,0.4098,0.6596,0.4139
0.7183,0.4302,0.7335,0.438
0.6823,0.3981,0.6944,0.4128
0.6254,0.4138,0.6438,0.4156
0.7925,0.7679,0.8416,0.7476
0.7324,0.459,0.7335,0.438
0.6219,0.3921,0.645,0.4005
0.6596,0.4139,0.6723,0.4193
0.6438,0.4156,0.6571,0.4182
0.7036,0.4267,0.7085,0.4384
0.7126,0.4356,0.7149,0.4489
0.6901,0.4195,0.7,0.4296
0.6032,0.4349,0.61,0.4252
0.7232,0.4714,0.7264,0.4598
0.6068,0.4197,0.6262,0.4194
0.6265,0.4229,0.6438,0.4156
0.7269,0.4196,0.7471,0.4331
0.7214,0.4826,0.7232,0.4714
0.7401,0.4583,0.7471,0.4331
0.7195,0.4465,0.7212,0.4605
0.6747,0.4149,0.6873,0.4232
0.7344,0.4745,0.7401,0.4583
0.7412,0.4772,0.7532,0.4577
0.5985,0.433,0.6068,0.4197
0.592,0.4423,0.5928,0.4276
0.6131,0.4281,0.6262,0.4194
0.5938,0.4644,0.6048,0.4744
0.7089,0.4901,0.7169,0.4795
0.6239,0.4039,0.6451,0.4098
0.5997,0.3956,0.6194,0.3805
0.5928,0.4276,0.6032,0.4088
0.5727,0.4215,0.5928,0.4276
0.592,0.4423,0.6032,0.4349
0.5906,0.4527,0.5986,0.4625
0.5831,0.454,0.5938,0.4644
0.5717,0.4565,0.5873,0.4673
0.6434,0.5019,0.6608,0.4979
0.578,0.3996,0.5968,0.3832
0.6032,0.4088,0.6219,0.3921
0.5638,0.428,0.5823,0.4389
0.5549,0.441,0.5638,0.428
0.556,0.4052,0.5742,0.3859
0.5907,0.358,0.6085,0.3414
0.5404,0.4416,0.5518,0.4238
0.7036,0.4267,0.7183,0.4302
0.5727,0.4215,0.578,0.3996
0.5365,0.4041,0.5531,0.3883
0.569,0.3601,0.5868,0.3444
0.6502,0.3342,0.6624,0.314
0.5831,0.454,0.592,0.4423
0.5349,0.3897,0.5513,0.375
0.594,0.3709,0.6128,0.3553
0.5614,0.3333,0.5771,0.317
0.5495,0.3619,0.5656,0.3468
0.6902,0.3249,0.7014,0.3006
0.547,0.349,0.5614,0.3333
0.6624,0.314,0.6716,0.2913
0.5566,0.3208,0.5717,0.3059
0.5465,0.3014,0.5614,0.2862
0.5846,0.2905,0.5937,0.2744
0.6178,0.277,0.6226,0.2552
0.6107,0.2058,0.6205,0.2307
0.5973,0.1827,0.6248,0.1816
0.5865,0.2025,0.6107,0.2058
0.6092,0.2961,0.6178,0.277
0.5664,0.2959,0.5781,0.281
0.5405,0.2801,0.5516,0.2675
0.6042,0.2158,0.6094,0.2414
0.5346,0.2554,0.5466,0.2583
0.5972,0.3133,0.6092,0.2961
0.5388,0.3248,0.5513,0.3108
0.5434,0.3362,0.5566,0.3208
0.5513,0.375,0.569,0.3601
0.5333,0.3513,0.5495,0.3619
0.5903,0.2409,0.5988,0.2561
0.5937,0.2744,0.5988,0.2561
0.5432,0.2909,0.5565,0.2767
0.5717,0.3059,0.5846,0.2905
0.5336,0.3161,0.5465,0.3014
0.5219,0.3427,0.5272,0.3293
0.5202,0.3906,0.5339,0.3769
0.5333,0.3513,0.5434,0.3362
0.5781,0.281,0.5855,0.2659
0.6016,0.2845,0.6089,0.2653
0.526,0.2939,0.5465,0.3014
0.5309,0.3394,0.5388,0.3248
0.5231,0.3533,0.5309,0.3394
0.5855,0.2659,0.5865,0.2507
0.5614,0.2862,0.5715,0.2723
0.5715,0.2723,0.5769,0.259
0.5195,0.3339,0.5226,0.3221
0.5272,0.3293,0.5336,0.3161
0.5252,0.2824,0.5432,0.2909
0.5741,0.2411,0.5865,0.2507
0.5731,0.2472,0.5769,0.259
0.5741,0.2411,0.5849,0.2307
0.5903,0.2409,0.5962,0.2242
0.5865,0.2025,0.5962,0.2242
0.5113,0.3044,0.5167,0.3173
0.5088,0.3144,0.5116,0.3248
0.5226,0.3221,0.5256,0.3073
0.5586,0.2563,0.5657,0.2502
0.5707,0.2414,0.5731,0.2472
0.5916,0.1934,0.6177,0.1943
0.557,0.2528,0.5633,0.2476
0.5686,0.1922,0.5916,0.1934
0.5719,0.2364,0.5741,0.2216
0.5707,0.2414,0.5719,0.2364
0.5675,0.2417,0.569,0.2376
0.5448,0.2467,0.5554,0.2493
0.5722,0.1828,0.5973,0.1827
0.5651,0.2024,0.5865,0.2025
0.5615,0.2149,0.5664,0.2324
0.5837,0.1507,0.603,0.1711
0.5563,0.1644,0.5804,0.162
0.5369,0.1687,0.5563,0.1644
0.5763,0.1727,0.603,0.1711
0.5615,0.2149,0.581,0.2115
0.5513,0.1847,0.5722,0.1828
0.547,0.2252,0.5615,0.2149
0.5588,0.1543,0.5837,0.1507
0.5481,0.2101,0.5651,0.2024
0.5536,0.1744,0.5763,0.1727
0.5385,0.1578,0.5588,0.1543
0.5356,0.18,0.5536,0.1744
0.5349,0.1924,0.5513,0.1847
0.5231,0.1192,0.54,0.1291
0.5237,0.1341,0.54,0.1291
0.5239,0.1426,0.5402,0.138
0.5233,0.1533,0.5399,0.1474
0.5224,0.1652,0.5385,0.1578
0.5219,0.1771,0.5369,0.1687
0.5105,0.1188,0.5232,0.1267
0.5109,0.1326,0.5232,0.1267
0.5111,0.1406,0.5237,0.1341
0.5109,0.1512,0.5239,0.1426
0.5106,0.1632,0.5233,0.1533
0.5219,0.1902,0.5356,0.18
0.5104,0.1755,0.5224,0.1652
0.5105,0.189,0.5219,0.1771
0.5,0.0069,0.5258,0.029
0.5,0.1403,0.5109,0.1326
0.5,0.1507,0.5111,0.1406
0.5,0.1626,0.5109,0.1512
0.5,0.175,0.5106,0.1632
0.5,0.1886,0.5104,0.1755
0.5,0.087,0.5114,0.1006
0.4895,0.1188,0.5,0.1108
0.4886,0.1006,0.5,0.087
0.4891,0.1512,0.5,0.1626
0.4775,0.2052,0.4884,0.2207
0.4767,0.1533,0.4894,0.1632
0.4864,0.0874,0.5,0.069
0.4602,0.1206,0.4767,0.1108
