# tri-to-quad-uv-map v1 profile=mouth uv_layer=UVMap uv_precision=4 joins=848 source=Mouth result=Mouth.Quad
u1,v1,u2,v2
0.0194,0.5204,0.0493,0.5465
0.0194,0.572,0.0472,0.5964
0.0194,0.6832,0.0505,0.7131
0.0492,0.5204,0.0812,0.5465
0.0812,0.5465,0.1151,0.5204
0.1148,0.5465,0.1507,0.5204
0.0194,0.5465,0.0489,0.572
0.0812,0.5465,0.1133,0.572
0.0705,0.6204,0.0794,0.6415
0.0489,0.572,0.0665,0.5993
0.1133,0.572,0.1493,0.5465
0.1507,0.5204,0.1839,0.5465
0.0787,0.6044,0.085,0.6204
0.0818,0.6792,0.1098,0.6521
0.0787,0.6044,0.085,0.6204
0.1133,0.572,0.1273,0.5993
0.0909,0.5993,0.1133,0.572
0.1092,0.5964,0.1229,0.6204
0.1493,0.5465,0.1824,0.572
0.1133,0.572,0.1273,0.5993
0.1229,0.6204,0.1389,0.6044
0.1478,0.5767,0.1528,0.6044
0.1342,0.6204,0.1459,0.6039
0.1455,0.6204,0.1528,0.6044
0.1478,0.5767,0.1528,0.6044
0.155,0.6204,0.1653,0.5993
0.1873,0.5204,0.2188,0.5465
0.1839,0.5465,0.2149,0.572
0.1645,0.6204,0.1847,0.5964
0.1659,0.6483,0.189,0.6204
0.1873,0.5204,0.2188,0.5465
0.2188,0.5465,0.2488,0.572
0.1847,0.5964,0.2149,0.572
0.1839,0.6832,0.217,0.6521
0.2247,0.5204,0.2545,0.5465
0.2545,0.5465,0.2791,0.5762
0.2147,0.5964,0.2488,0.572
0.2862,0.6204,0.2943,0.6044
0.2134,0.6204,0.2481,0.5964
0.2488,0.572,0.2745,0.5993
0.2626,0.5204,0.2867,0.5495
0.2867,0.5495,0.3016,0.5856
0.2498,0.6204,0.2745,0.5993
0.2791,0.5762,0.2943,0.6044
0.2943,0.6044,0.3165,0.6204
0.3116,0.5584,0.3165,0.6204
0.2973,0.5204,0.3116,0.5584
0.1141,0.7131,0.1481,0.6777
0.3249,0.5204,0.3327,0.5704
0.2597,0.3797,0.2671,0.4125
0.2163,0.3797,0.2348,0.4275
0.1991,0.4275,0.2348,0.4275
0.1799,0.1389,0.2163,0.0744
0.2163,0.0744,0.2519,0.0124
0.1319,0.2107,0.1799,0.1389
0.1799,0.3797,0.2163,0.4115
0.0842,0.3797,0.1319,0.4115
0.1319,0.3797,0.1549,0.4275
0.0842,0.2107,0.1319,0.1389
0.1319,0.2107,0.1799,0.2847
0.1799,0.2107,0.2163,0.1389
0.0842,0.2847,0.1319,0.2107
0.132,0.3311,0.1799,0.3797
0.0842,0.3311,0.1319,0.3797
0.0493,0.2107,0.0842,0.1389
0.0493,0.2107,0.0842,0.2847
0.0489,0.4754,0.0493,0.4115
0.1295,0.4754,0.1319,0.4115
0.0493,0.3797,0.0667,0.4275
0.0493,0.2847,0.0842,0.3311
0.0139,0.1389,0.0493,0.0744
0.0139,0.2107,0.0493,0.1389
0.0493,0.3311,0.0842,0.3797
0.0139,0.2847,0.0493,0.3311
0.0493,0.1389,0.0842,0.0744
