# tri-to-quad-uv-map v1 profile=rabbitear uv_layer=UVMap uv_precision=4 joins=518 source=RabbitEar.NormalSrc result=RabbitEar
u1,v1,u2,v2
0.5703,0.0203,0.5857,0.0757
0.5409,0.5199,0.5702,0.4703
0.5396,0.1302,0.5471,0.1861
0.5154,0.2959,0.5329,0.3239
0.5903,0.0203,0.6119,0.0747
0.6119,0.4694,0.6485,0.5171
0.6119,0.0747,0.6334,0.0203
0.6485,0.5171,0.6686,0.5723
0.5702,0.4703,0.6119,0.5173
0.5634,0.0764,0.5806,0.1305
