# tri-to-quad-uv-map v1 profile=hairback uv_layer=UVMap uv_precision=4 joins=800 source=HairBack result=HairBack.Quad
u1,v1,u2,v2
0.8081,0.5908,0.8363,0.5989
0.5321,0.7539,0.5662,0.7721
0.4198,0.8894,0.4591,0.9128
0.8244,0.6462,0.8516,0.6545
0.5,0.7299,0.5321,0.7539
0.4618,0.8775,0.5,0.9003
0.4043,0.7395,0.4386,0.7226
0.8445,0.6263,0.8679,0.6367
0.436,0.7484,0.4692,0.728
0.4669,0.7776,0.5,0.7559
0.5,0.9281,0.5409,0.9128
0.3891,0.8351,0.4231,0.87
0.5308,0.728,0.564,0.7484
0.4648,0.8274,0.5,0.803
0.5,0.7559,0.5331,0.7776
0.4293,0.8216,0.4635,0.8536
0.3836,0.8567,0.4198,0.8894
0.5734,0.847,0.6064,0.8109
0.5365,0.8536,0.5707,0.8216
0.4635,0.8536,0.5,0.8798
0.5,0.9155,0.5398,0.8977
0.4231,0.87,0.4602,0.8977
0.3936,0.8109,0.4266,0.847
0.6164,0.8567,0.6476,0.8182
0.5769,0.87,0.6109,0.8351
0.5409,0.9128,0.5802,0.8894
0.4386,0.7226,0.4706,0.7004
0.4648,0.8274,0.5,0.8555
0.5,0.8798,0.5365,0.8536
0.3782,0.8749,0.4174,0.9041
0.6476,0.8182,0.6759,0.776
0.5957,0.7395,0.632,0.7502
0.5802,0.8894,0.6164,0.8567
0.5294,0.7004,0.5614,0.7226
0.4316,0.7958,0.4669,0.7776
0.4591,0.9128,0.5,0.9281
0.5,0.803,0.5352,0.8274
0.2645,0.5608,0.2973,0.5648
0.6613,0.856,0.6886,0.8165
0.6218,0.8749,0.6544,0.8386
0.528,0.6721,0.5585,0.6956
0.5684,0.7958,0.6064,0.8109
0.473,0.487,0.5,0.4635
0.5331,0.7776,0.5684,0.7958
0.5555,0.6682,0.587,0.6879
0.673,0.535,0.705,0.5285
0.5565,0.4673,0.5778,0.4933
0.5774,0.6365,0.5971,0.6064
0.5,0.6734,0.5265,0.644
0.5525,0.641,0.5732,0.6116
0.3349,0.6236,0.3707,0.6188
0.5265,0.644,0.5494,0.6149
0.331,0.5029,0.3604,0.5123
0.6378,0.5699,0.6687,0.5692
0.6305,0.5547,0.6566,0.5544
0.5822,0.4718,0.6005,0.4985
0.5929,0.5839,0.6119,0.5604
0.6448,0.541,0.673,0.535
0.3622,0.5699,0.3779,0.5984
0.6109,0.5422,0.6314,0.5303
0.4696,0.4426,0.5,0.4179
0.4268,0.6116,0.4475,0.641
0.5907,0.562,0.6109,0.5422
0.591,0.5407,0.6145,0.5237
0.6244,0.5426,0.6448,0.541
0.6396,0.5123,0.669,0.5029
0.6492,0.4928,0.6807,0.4814
0.6145,0.5237,0.6396,0.5123
0.327,0.535,0.3552,0.541
0.2789,0.5439,0.2805,0.5067
0.3552,0.6628,0.391,0.6529
0.5687,0.5632,0.591,0.5407
0.3826,0.432,0.4056,0.4005
0.6118,0.4558,0.6283,0.4845
0.6061,0.4776,0.621,0.5045
0.3891,0.5422,0.4094,0.562
0.4056,0.4005,0.4332,0.369
0.3758,0.1142,0.4027,0.1317
0.5865,0.4499,0.6061,0.4776
0.413,0.6879,0.4445,0.6682
0.4134,0.0756,0.4376,0.0958
0.3445,0.1147,0.3713,0.1314
0.4058,0.1144,0.4345,0.1319
0.3882,0.4558,0.4095,0.4261
0.333,0.1657,0.3677,0.1478
0.4645,0.2541,0.5,0.2813
0.4666,0.1469,0.5,0.1604
0.3668,0.3509,0.4016,0.3734
0.5778,0.4933,0.5949,0.5195
0.5596,0.4456,0.5822,0.4718
0.4653,0.3384,0.5,0.3655
0.4682,0.0961,0.4999,0.1157
0.4345,0.1319,0.4666,0.1469
0.4647,0.3105,0.5,0.3376
0.3968,0.2018,0.4317,0.1767
0.4393,0.0756,0.4682,0.0961
0.4506,0.6149,0.4735,0.644
0.4297,0.2555,0.4644,0.2825
0.4302,0.2271,0.4645,0.2541
0.4376,0.0958,0.4677,0.1153
0.4309,0.1999,0.4659,0.1763
0.4355,0.3962,0.4662,0.3664
0.5304,0.4426,0.5565,0.4673
0.4649,0.2262,0.5,0.2531
0.4312,0.3409,0.4662,0.3664
0.4659,0.1763,0.5001,0.1993
0.5001,0.1993,0.5341,0.1763
0.5338,0.3664,0.5688,0.3409
0.5,0.2531,0.5351,0.2262
0.5338,0.3664,0.5645,0.3962
0.5341,0.1763,0.5676,0.1606
0.4692,0.728,0.5,0.7021
0.5341,0.1763,0.5691,0.1999
0.5,0.1322,0.5323,0.1153
0.5355,0.2541,0.5698,0.2271
0.5356,0.2825,0.5703,0.2555
0.4999,0.1157,0.5318,0.0961
0.6367,0.2318,0.6689,0.2658
0.6689,0.2658,0.698,0.3037
0.6368,0.2049,0.6695,0.2357
0.5334,0.1469,0.5655,0.1319
0.5905,0.4261,0.6118,0.4558
0.6026,0.1787,0.6368,0.2049
0.7696,0.2529,0.7977,0.2865
0.636,0.2915,0.6689,0.2658
0.6998,0.2404,0.7259,0.2765
0.6364,0.1818,0.6697,0.2089
0.5683,0.1767,0.6015,0.1618
0.7542,0.1496,0.7747,0.1757
0.7579,0.1738,0.7797,0.2039
0.7657,0.226,0.7904,0.2557
0.6032,0.2018,0.6367,0.2318
0.6036,0.2289,0.6364,0.2611
0.6015,0.1618,0.6323,0.1478
0.6323,0.1478,0.667,0.1657
0.5683,0.1767,0.6032,0.2018
0.5691,0.1999,0.6036,0.2289
0.7259,0.2765,0.7502,0.3155
0.5698,0.2271,0.6038,0.2578
0.6174,0.432,0.636,0.463
0.57,0.3128,0.6037,0.2873
0.5,0.1604,0.5334,0.1469
0.6697,0.2089,0.6998,0.2404
0.7255,0.2452,0.7502,0.2811
0.7619,0.2006,0.7846,0.2293
0.6926,0.1483,0.7198,0.1698
0.7399,0.1718,0.7619,0.2006
0.5655,0.1319,0.5942,0.1144
0.5973,0.1317,0.6242,0.1142
0.6997,0.2134,0.7255,0.2452
0.7432,0.1972,0.7657,0.226
0.7164,0.1488,0.7399,0.1718
0.696,0.1677,0.7226,0.1934
0.7334,0.1323,0.7542,0.1496
0.6695,0.2357,0.6993,0.2712
0.7245,0.218,0.7482,0.2496
0.6985,0.1894,0.7245,0.218
0.667,0.1657,0.6985,0.1894
0.5676,0.1606,0.5998,0.1474
0.5998,0.1474,0.6287,0.1314
0.7514,0.1322,0.7706,0.1499
0.6993,0.2712,0.7249,0.31
0.7478,0.1037,0.7668,0.1176
0.6189,0.0959,0.6453,0.0812
0.7096,0.1171,0.7284,0.1035
0.7198,0.1698,0.7432,0.1972
0.7493,0.1181,0.7682,0.1318
0.6639,0.1481,0.696,0.1677
0.6015,0.1618,0.6364,0.1818
0.669,0.1855,0.6997,0.2134
0.7459,0.2224,0.7696,0.2529
0.7482,0.2496,0.7741,0.2842
0.5622,0.4218,0.5865,0.4499
0.7741,0.2842,0.806,0.3199
0.7637,0.4747,0.7684,0.5174
0.7502,0.2811,0.7809,0.3201
0.7603,0.3987,0.7754,0.4494
0.7809,0.3201,0.8147,0.3536
0.7919,0.3608,0.8238,0.3884
0.5704,0.2843,0.6038,0.2578
0.767,0.3598,0.8058,0.4015
0.6037,0.2873,0.6364,0.2611
0.6854,0.3953,0.7015,0.4326
0.6686,0.448,0.6807,0.4814
0.6437,0.4393,0.6591,0.4715
0.6032,0.3164,0.636,0.2915
0.6353,0.3215,0.6679,0.2973
0.5688,0.3409,0.6032,0.3164
0.6016,0.3451,0.6353,0.3215
0.6918,0.3663,0.7102,0.4053
0.6679,0.2973,0.6958,0.3356
0.6332,0.3509,0.6665,0.3281
0.7249,0.31,0.7446,0.3517
0.6665,0.3281,0.6918,0.3663
0.7389,0.3859,0.7544,0.4314
0.8836,0.5658,0.8913,0.5305
0.767,0.3598,0.7809,0.3201
0.6916,0.458,0.7008,0.493
0.698,0.3037,0.7221,0.3435
0.7754,0.4494,0.8092,0.4524
0.8092,0.4524,0.8159,0.499
0.8267,0.5717,0.8523,0.5847
0.7221,0.3435,0.7389,0.3859
0.7172,0.3757,0.7329,0.4172
0.8152,0.5443,0.8421,0.5568
0.7544,0.4314,0.7637,0.4747
0.8011,0.5182,0.8305,0.5277
0.7754,0.4494,0.7833,0.4948
0.658,0.3866,0.6918,0.3663
0.8421,0.5568,0.8673,0.5742
0.6287,0.3793,0.6635,0.358
0.5984,0.3734,0.6332,0.3509
0.5668,0.369,0.6016,0.3451
0.5,0.2813,0.5355,0.2541
0.5327,0.3935,0.5622,0.4218
0.4688,0.0756,0.5001,0.0964
0.4684,0.4189,0.5,0.3925
0.5001,0.0964,0.5312,0.0756
0.5,0.3655,0.5347,0.3384
0.5668,0.369,0.5944,0.4005
0.5984,0.3734,0.6231,0.4064
0.6287,0.3793,0.651,0.4137
0.658,0.3866,0.6774,0.4224
0.6958,0.3356,0.7172,0.3757
0.7102,0.4053,0.7236,0.4444
0.7509,0.4991,0.7524,0.5395
0.7236,0.4444,0.7325,0.4833
0.7441,0.4582,0.7509,0.4991
0.7842,0.5388,0.8152,0.5443
0.7325,0.4833,0.7367,0.5222
0.7663,0.5598,0.7973,0.5637
0.7128,0.4697,0.7195,0.5067
0.7524,0.5395,0.7842,0.5388
0.7015,0.4326,0.7128,0.4697
0.6026,0.6295,0.6221,0.5984
0.2476,0.5395,0.2789,0.5439
0.7973,0.5637,0.8267,0.5717
0.6774,0.4224,0.6916,0.458
0.295,0.5285,0.2992,0.493
0.7329,0.4172,0.7441,0.4582
0.651,0.4137,0.6686,0.448
0.3124,0.5147,0.3193,0.4814
0.8159,0.499,0.8417,0.5124
0.953,0.5188,0.9777,0.5388
0.6231,0.4064,0.6437,0.4393
0.5944,0.4005,0.6174,0.432
0.3409,0.4715,0.3717,0.4845
0.4415,0.6956,0.472,0.6721
0.4051,0.5195,0.4222,0.4933
0.5645,0.3962,0.5905,0.4261
0.4769,0.5654,0.5,0.5924
0.5318,0.0961,0.5607,0.0756
0.3508,0.4928,0.379,0.5045
0.5732,0.6116,0.5929,0.5839
0.4435,0.4673,0.4696,0.4426
0.5,0.3925,0.5316,0.4189
0.621,0.5045,0.6492,0.4928
0.3124,0.5147,0.3431,0.5226
0.3995,0.4985,0.4178,0.4718
0.4735,0.644,0.5,0.6734
0.6807,0.4814,0.6876,0.5147
0.3855,0.5237,0.3995,0.4985
0.4222,0.4933,0.4435,0.4673
0.4712,0.4645,0.5,0.4415
0.3939,0.4776,0.4135,0.4499
0.3431,0.5226,0.3686,0.5303
0.6566,0.5544,0.6884,0.5491
0.5,0.566,0.5236,0.5391
0.5288,0.4645,0.5532,0.4893
0.427,0.5161,0.4468,0.4893
0.475,0.5124,0.5,0.5393
0.5,0.4635,0.527,0.487
0.6283,0.4845,0.6591,0.4715
0.3717,0.4845,0.3882,0.4558
0.527,0.487,0.5496,0.5137
0.409,0.5407,0.4313,0.5632
0.5468,0.5391,0.573,0.5161
0.528,0.6721,0.5525,0.641
0.475,0.5124,0.5,0.4862
0.6651,0.6236,0.7026,0.6239
0.5236,0.5391,0.5496,0.5137
0.5,0.5393,0.525,0.5124
0.5,0.4862,0.525,0.5124
0.284,0.5819,0.3194,0.5856
